HR 8650,,Eta,Star,Peg,2.93,Matar
HAT-P-21,,_,Star,UMa,11.72,Mazaalai
HR 2473,,e,Star,Gem,3.06,Mebsuta
HR 4660,,d,Star,UMa,3.32,Megrez
HR 1879,,L,Star,Ori,3.39,Meissa
HR 2650,,z,Star,Gem,4.01,Mekbuda
HR 3429,,e,Star,Cnc,6.29,Meleph
HR 2088,,B,Star,Aur,1.9,Menkalinan
HR 911,,A,Star,Cet,2.54,Menkar
HR 5288,,Theta,Star,Cen,2.06,Menkent
HR 1228,,X,Star,Per,3.98,Menkib
HR 4295,,B,Star,UMa,2.34,Merak
HR 5533,,38,Star,Boo,5.76,Merga
HR 7254,,A,Star,CrA,4.11,Meridiana
HR 1156,,23,Star,Tau,4.14,Merope
HR 546,,Gamma 1,Star,Ari,4.75,Mesarthim
HR 3685,,B,Star,Car,1.67,Miaplacidus
HR 4853,,B,Star,Cru,1.25,Mimosa
HR 3418,,s,Star,Hya,4.45,Minchir
HR 4910,,d,Star,Vir,3.39,Minelauva
HR 1852,,d,Star,Ori,2.25,Mintaka
HR 681,,o,Star,Cet,6.47,Mira
HR 337,,B,Star,And,2.07,Mirach
HR 834,,Eta,Star,Per,3.77,Miram
HR 1017,,A,Star,Per,1.79,Mirfak
HR 2294,,B,Star,CMa,1.98,Mirzam
HR 941,,k,Star,Per,3.79,Misam
HR 5054,,z,Star,UMa,2.23,Mizar
XO-1,,_,Star,CrB,11.28,Moldoveanu
WASP-79,,_,Star,Eri,10.06,Montuno
WASP-60,,_,Star,Peg,12.18,Morava
HAT-P-23,,_,Star,Del,12.32,Moriah
HR 544,,A,Star,Tri,3.42,Mothallah
HD 30856,,_,Star,Eri,7.91,Mouhoun
WASP-71,,_,Star,Cet,10.7,Mpingo
HR 2657,,Gamma,Star,CMa,4.11,Muliphein
HR 5235,,Eta,Star,Boo,2.68,Muphrid
HR 3323,,o,Star,UMa,3.35,Muscida
HR 8030,,18,Star,Del,5.48,Musica
HAT-P-29,,_,Star,Per,11.89,Muspelheim
WASP-6,,_,Star,Aqr,12.16,Márohu
HD 130322,,_,Star,Vir,8.04,Mönch
HR 3627,,X,Star,Cnc,5.7,Nahn
WASP-62,,_,Star,Dor,10.12,Naledi
HR 3165,,z,Star,Pup,2.21,Naos
HR 8278,,Gamma,Star,Cap,3.69,Nashira
HD 85390,,_,Star,Vel,8.54,Natasha
HR 5602,,B,Star,Boo,3.49,Nekkar
HR 464,,51,Star,And,3.59,Nembus
HD 6434,,_,Star,Phe,7.72,Nenque
HD 49674,,_,Star,Aur,8.1,Nervia
HR 1829,,B,Star,Lep,2.81,Nihal
HD 136418,,_,Star,Boo,7.88,Nikawiy
HD 48265,,_,Star,Pup,8.05,Nosaxa
HR 7121,,s,Star,Sgr,2.05,Nunki
HR 5747,,B,Star,CrB,3.66,Nusakan
HD 17156,,_,Star,Cas,8.17,Nushagak
WASP-15,,_,Star,Cen,10.91,Nyamien
HD 68988,,_,Star,UMa,8.2,Násti
HD 149026,,-,Star,Her,8.16,Ogma
HR 7235,,z,Star,Aql,2.99,Okab
HR 6165,,t,Star,Sco,2.82,Paikauhale
WASP-32,,_,Star,Psc,11.54,Parumleo
HR 7790,,A,Star,Pav,1.94,Peacock
WASP-80,,_,Star,Aql,11.88,Petra
HR 1956,,A,Star,Col,2.65,Phact
HR 4554,,Gamma,Star,UMa,2.41,Phecda
HR 5735,,Gamma,Star,UMi,3,Pherkad
HD 192263,,V1703,Star,Aql,7.79,Phoenicia
HR 3268,,L,Star,Cnc,5.92,Piautos
HD 164604,,_,Star,Sgr,9.66,Pincoya
HR 6252,,m 2,Star,Sco,3.56,Pipirima
TrES-3,,V1434,Star,Her,12.37,Pipoltr
HR 1180,,28,Star,Tau,5.05,Pleione
HD 221287,,_,Star,Tuc,7.82,Poerava
HR 424,,A,Star,UMi,1.97,Polaris
HR 7228,,s,Star,Oct,5.45,Polaris Australis
HR 6812,,m,Star,Sgr,3.84,Polis
HR 2990,,B,Star,Gem,1.16,Pollux
HR 4825,,Gamma,Star,Vir,2.74,Porrima
HR 4247,,46,Star,LMi,3.79,Praecipua
HR 1346,,Gamma,Star,Tau,3.65,Prima Hyadum
HR 2943,,A,Star,CMi,0.4,Procyon
HR 2216,,Eta,Star,Gem,3.31,Propus
GJ 551,,A,Star,Cen,11.01,Proxima Centauri
HR 1084,,e,Star,Eri,3.73,Ran
HR 1136,,d,Star,Eri,3.53,Rana
HD 153950,,_,Star,Sco,7.39,Rapeto
HR 3905,,m,Star,Leo,3.88,Rasalas
HR 6406,,α1,Star,Her,3.37,Rasalgethi
HR 6556,,A,Star,Oph,2.08,Rasalhague
HR 6536,,B,Star,Dra,2.79,Rastaban
HR 3982,,A,Star,Leo,1.36,Regulus
HR 361,,z,Star,Psc,5.21,Revati
HR 1713,,B,Star,Ori,0.18,Rigel
HR 5459,,A,Star,Cen,-0.01,Rigil Kentaurus
HD 149143,,_,Star,Oph,7.89,Rosaliadecastro
HR 7882,,B,Star,Del,3.64,Rotanev
HR 403,,d,Star,Cas,2.66,Ruchbah
HR 7348,,A,Star,Sgr,3.96,Rukbat
HR 6378,,Eta,Star,Oph,2.43,Sabik
HR 1612,,z,Star,Aur,3.69,Saclateni
HR 8518,,Gamma,Star,Aqr,3.86,Sadachbia
HR 8684,,m,Star,Peg,3.51,Sadalbari
HR 8414,,A,Star,Aqr,2.95,Sadalmelik
HR 8232,,B,Star,Aqr,2.9,Sadalsuud
HR 7796,,Gamma,Star,Cyg,2.23,Sadr
HD 100777,,_,Star,Leo,8.42,Sagarmatha
HR 2004,,k,Star,Ori,2.07,Saiph
HR 8880,,t,Star,Peg,4.58,Salm
HAT-P-34,,_,Star,Sge,10.31,Sansuna
HR 6553,,Theta,Star,Sco,1.86,Sargas
HR 6410,,d,Star,Her,3.12,Sarin
HR 1481,,53,Star,Eri,4.02,Sceptrum
HR 8775,,B,Star,Peg,2.44,Scheat
HR 168,,A,Star,Cas,2.24,Schedar
HR 1373,,d,Star,Tau,3.78,Secunda Hyadum
HR 0542,,e,Star,Cas,3.35,Segin
HR 5435,,Gamma,Star,Boo,3.04,Seginus
HR 7479,,A,Star,Sge,4.39,Sham
HD 99109,,_,Star,Leo,9.1,Shama
HIP 79431,,_,Star,Sco,11.34,Sharjah
HR 6527,,L,Star,Sco,1.62,Shaula
HR 7106,,B,Star,Lyr,3.52,Sheliak
HR 553,,B,Star,Ari,2.64,Sheratan
HD 181720,,_,Star,Sgr,7.84,Sika
HR 2491,,A,Star,CMa,-1.44,Sirius
HR 8610,,k,Star,Aqr,5.04,Situla
HR 8709,,d,Star,Aqr,3.27,Skat
BD+14-4559,,_,Star,Peg,9.78,Solaris
HR 5056,,A,Star,Vir,0.98,Spica
HAT-P-6,,_,Star,And,10.54,Sterrennacht
HD 75898,,_,Star,Lyn,8.03,Stribor
HR 7906,,A,Star,Del,3.77,Sualocin
HR 3852,,o,Star,Leo,3.52,Subra
HR 3634,,L,Star,Vel,2.23,Suhail
HR 7178,,Gamma,Star,Lyr,3.25,Sulafat
HR 5338,,i,Star,Vir,4.07,Syrma
HD 205739,,_,Star,PsA,8.56,Sāmaya
HR 1543,,Pi3,Star,Ori,3.19,Tabit
HAT-P-40,,_,Star,Lac,11.35,Taika
HR 4518,,x,Star,UMa,3.69,Taiyangshou
HR 4916,,8,Star,Dra,5.23,Taiyi
HR 3569,,i,Star,UMa,3.12,Talitha
WASP-21,,_,Star,Peg,11.55,Tangra
HR 4069,,m,Star,UMa,3.06,Tania Australis
HR 4033,,L,Star,UMa,3.45,Tania Borealis
HD 63765,,_,Star,Car,8.1,Tapecue
HR 7525,,Gamma,Star,Aql,2.72,Tarazed
HR 3249,,B,Star,Cnc,3.53,Tarf
HR 1145,,19,Star,Tau,4.3,Taygeta
HR 3208,,z 1,Star,Cnc,4.67,Tegmine
HR 2286,,m,Star,Gem,2.87,Tejat
HR 7597,,Omega,Star,Sgr,4.7,Terebellum
HAT-P-9,,_,Star,Aur,12.26,Tevel
HR 1464,,u 2,Star,Eri,3.81,Theemin
HR 5291,,A,Star,Dra,3.67,Thuban
HR 8636,,B,Star,Gru,2.12,Tiaki
HR 1910,,z,Star,Tau,2.97,Tianguan
HR 4863,,7,Star,Dra,5.43,Tianyi
HD 148427,,_,Star,Oph,6.89,Timir
WASP-161,,_,Star,Pup,10.77,Tislit
HR 458,,u,Star,And,4.09,Titawin
WASP-22,,_,Star,Eri,11.71,Tojil
HR 5460,,A,Star,Cen,1.35,Toliman
HR 4609,,-,Star,Cam,5.8,Tonatiuh
HR 510,,o,Star,Psc,4.29,Torcular
HAT-P-36,,_,Star,CVn,12.25,Tuiren
HD 23079,,_,Star,Ret,7.12,Tupi
HD 108147,,_,Star,Cru,6.99,Tupã
HR 3185,,p,Star,Pup,2.83,Tureis
HR 3845,,i,Star,Hya,3.9,Ukdah
HD 102117,,_,Star,Cen,7.47,Uklun
HR 5854,,A,Star,Ser,2.63,Unukalhai
HR 2646,,s,Star,CMa,3.49,Unurgunite
HD 231701,,_,Star,Sge,8.97,Uruk
HR 7001,,A,Star,Lyr,0.03,Vega
HR 8930,,14,Star,And,5.22,Veritate
HR 4932,,e,Star,Vir,2.85,Vindemiatrix
HR 2777,,d,Star,Gem,3.5,Wasat
HR 2040,,B,Star,Col,3.12,Wazn
HR 2693,,d,Star,CMa,1.83,Wezen
HR 338,,z,Star,Phe,4.02,Wurren
HR 6247,,m 1,Star,Sco,3,Xamidimura
HD 173416,,_,Star,Lyr,6.04,Xihe
HR 5351,,L,Star,Boo,4.18,Xuange
HR 6075,,e,Star,Oph,3.23,Yed Posterior
HR 6056,,d,Star,Oph,2.73,Yed Prior
HR 6789,,d,Star,UMi,4.35,Yildun
HR 4689,,Eta,Star,Vir,3.89,Zaniah
HR 1231,,Gamma,Star,Eri,2.97,Zaurak
HR 4540,,B,Star,Vir,3.59,Zavijava
HR 3903,,u 1,Star,Hya,4.11,Zhang
HR 984,,z,Star,Eri,4.8,Zibal
HR 4357,,d,Star,Leo,2.56,Zosma
HR 5531,,a 2,Star,Lib,2.75,Zubenelgenubi
HR 5787,,Gamma,Star,Lib,3.91,Zubenelhakrabi
HR 5685,,B,Star,Lib,2.61,Zubeneschamali
M 24,,IC 4715,Cluster Nebulosity,Sag,2.50,
M 42,,Cr 42,Asterism,Tau,1.60,
M 40,,WNC 4,Asterism,UMa,10.11,
IC 4628,,ESO 332-14,Nebula,Sco,7.30,
PGC 17223,,,Galaxy,Dor,0.90,"Large Magellanic Cloud,LMC"
IC 2944,,Caldwell 100,Nebula,Cen,4.50,"Lambda Centauri Nebula,Running Chicken Nebula"
IC 2602,,Caldwell 102,Open Cluster,Car,1.90,Southern Pleiades
