NGC7510,OCL256,,OPNCL,6.024731134,1.05708775,7.9,
NGC7748,,,1STAR,6.0344468,1.217367153,7.1,
NGC7762,OCL280,,OPNCL,6.035872152,1.187405668,10,
NGC45,UGCA4,,GALXY,0.004101523742,-0.3982259577,10.6,
NGC151,NGC153,,GALXY,0.009890199095,-0.1448623279,11.6,
NGC153,NGC151,,GALXY,0.009890199095,-0.1448623279,11.6,
NGC157,MCG- 2- 2- 56,,GALXY,0.01012290966,-0.1326450232,10.4,
NGC210,MCG- 2- 2- 81,,GALXY,0.01181006127,-0.2117666159,10.9,
NGC246,PK118-74.1,,PLNNB,0.01370083463,-0.1768600309,10.4,
NGC247,ESO540-22,,GALXY,0.01370083463,-0.3356849928,9.1,
NGC255,MCG- 2- 3- 17,,GALXY,0.01390445637,-0.1838413479,11.9,
NGC271,UGC519,,GALXY,0.01474803218,-0.001454441043,12,
NGC274,MCG- 1- 3- 21,,GALXY,0.01483529864,-0.121300383,11.8,
NGC309,MCG- 2- 3- 50,,GALXY,0.01649336143,-0.1410807812,11.9,
NGC336,ESO541- 2,,GALXY,0.0168715161,-0.3074688366,12,
NGC337,MCG- 1- 3- 53,,GALXY,0.01739511488,-0.1119919603,11.6,
NGC357,MCG- 1- 3- 81,,GALXY,0.2627884077,-0.09890199095,12,
NGC428,UGC763,,GALXY,0.2655518457,0.01716240431,11.5,
NGC450,UGC806,,GALXY,0.266308155,0.01512618685,11.5,
NGC521,UGC962,,GALXY,0.2689552377,0.0302523737,11.7,
NGC533,UGC992,,GALXY,0.2692170371,0.03083415012,11.4,
NGC578,ESO476-15,,GALXY,0.2706714782,-0.3723369071,10.9,
NGC584,IC1712;H I 100,,GALXY,0.2709041887,-0.08959356827,10.5,
NGC596,MCG- 1- 5- 5,,GALXY,0.2713696099,-0.1215912712,10.9,
NGC615,MCG- 1- 5- 8,,GALXY,0.2720095639,-0.1163552835,11.6,
NGC636,MCG- 1- 5- 13,,GALXY,0.2731731168,-0.1131555132,11.5,
NGC681,MCG- 2- 5- 52,,GALXY,0.2761110877,-0.1669698318,12,
NGC720,MCG- 2- 5- 68,,GALXY,0.2772164629,-0.2140937216,10.2,
NGC779,MCG- 1- 6- 16,,GALXY,0.2791654139,-0.0703949465,11.2,
NGC864,UGC1736,,GALXY,0.5281075428,0.1047197551,10.9,
NGC895,MCG- 1- 7- 2,,GALXY,0.5298819609,-0.07824892813,11.7,
NGC908,ESO545-11,,GALXY,0.5303182932,-0.362446708,10.2,
NGC936,UGC1929,,GALXY,0.5316272902,-0.01483529864,10.1,
NGC955,UGC1986,,GALXY,0.5324999548,-0.01541707506,12,
NGC988,MCG- 2- 7- 37,,GALXY,0.533925307,-0.1509709803,11,
NGC991,MCG- 1- 7- 23,,GALXY,0.533925307,-0.1195550538,11.7,
NGC1016,UGC2128,,GALXY,0.534739794,0.0369428025,11.6,
NGC1022,MCG- 1- 7- 25,,GALXY,0.5347979716,-0.09279333856,11.3,
NGC1032,UGC2147,,GALXY,0.535059771,0.01919862177,11.6,
NGC1042,MCG- 2- 7- 54,,GALXY,0.5353506592,-0.1320632467,11,
NGC1052,MCG- 1- 7- 34,,GALXY,0.535554281,-0.135263017,10.5,
NGC1055,UGC2173,,GALXY,0.5357579027,0.007853981634,10.6,
NGC1068,M77,,GALXY,0.5360197021,0.0002908882087,8.9,
NGC1070,UGC2200,,GALXY,0.5362233239,0.08668468618,11.9,
NGC1073,UGC2210,,GALXY,0.5363105903,0.02414372132,11,
NGC1087,UGC2245,,GALXY,0.5370959885,0.00872664626,10.9,
NGC1090,UGC2247,,GALXY,0.5371541661,0.00436332313,11.8,
NGC3195,PK296-20.1,,PLNNB,2.620728227,-1.381137215,11.5,
NGC5288,OCL910,,OPNCL,3.417558297,-1.105084305,11.8,
NGC5715,OCL929,,OPNCL,3.677845066,-0.9846565863,9.8,
NGC5823,OCL936,,OPNCL,3.928590702,-0.9494591131,7.9,
NGC2204,OCL572,,OPNCL,1.575305094,-0.302523737,8.6,
NGC2207,ESO556- 8,,GALXY,1.575566893,-0.3601196023,10.8,
NGC2217,ESO489-42,,GALXY,1.577108601,-0.4671664631,10.7,
NGC2223,ESO489-49,,GALXY,1.577952177,-0.369428025,11.6,
NGC2243,OCL644,,OPNCL,1.579406618,-0.5361069686,9.4,
NGC2272,ESO490-33,,GALXY,1.583217253,-0.4630940282,11.7,
NGC2280,ESO427- 2,,GALXY,1.583828119,-0.4601851461,10.3,
NGC2287,M41,,OPNCL,1.584177184,-0.335975881,4.5,Little Beehive Cluster
NGC2292,ESO490-48,,GALXY,1.584671694,-0.4406956361,10.8,
NGC2293,ESO490-49,,GALXY,1.584671694,-0.4406956361,11.2,
NGC2325,ESO427-28,,GALXY,1.833381113,-0.4764748858,11.4,
NGC2345,OCL575,,OPNCL,1.835010087,-0.2234021443,7.7,
NGC2354,OCL639,,OPNCL,1.836755416,-0.4241150082,6.5,
NGC2360,OCL589,,OPNCL,1.837744436,-0.2507456359,7.2,
NGC2362,OCL633,,OPNCL,1.838035324,-0.4022983926,4.1,
NGC2367,OCL621,,OPNCL,1.838442568,-0.3511020679,7.9,
NGC2374,OCL585,,OPNCL,1.839547943,-0.2222385914,8,
NGC2380,NGC2382,,GALXY,1.839547943,-0.4619304754,11.2,
NGC2383,OCL616,,OPNCL,1.839780653,-0.3324852225,8.4,
NGC2384,OCL618,,OPNCL,1.839926097,-0.3662282547,7.4,
NGC2513,UGC4184,,GALXY,2.095093234,0.1643518379,11.6,
NGC2554,UGC4312,,GALXY,2.099602001,0.4095705978,12,
NGC2632,M44,,OPNCL,2.106030631,0.3432480862,3.1,Beehive Cluster
NGC2648,UGC4541,,GALXY,2.106816029,0.2492911948,11.8,
NGC2672,UGC4619,,GALXY,2.10876498,0.3327761107,11.7,
NGC2682,M67,,OPNCL,2.109346756,0.2062397399,6.9,Bode's Galaxy
NGC2749,UGC4763,,GALXY,2.357765287,0.3196861413,11.8,
NGC2750,UGC4769,,GALXY,2.357881642,0.4438954064,11.9,
NGC2775,UGC4820,,GALXY,2.359190639,0.1227548241,10.1,Cigar Galaxy
NGC1792,ESO305- 6,,GALXY,1.310509558,-0.6286094189,10.2,
NGC1808,ESO305- 8,,GALXY,1.311236778,-0.6367542888,9.9,
NGC1851,Dunlop508,,GLOCL,1.313098463,-0.6972590362,7.1,
NGC2090,ESO363-23,,GALXY,1.322668685,-0.5890486225,11.2,
NGC2188,ESO364-37,,GALXY,1.573763387,-0.5916666164,11.7,
NGC4037,UGC7002,,GALXY,3.141999897,0.2338741198,11.9,
NGC4064,UGC7054,,GALXY,3.142814384,0.322013247,11.4,
NGC4136,UGC7134,,GALXY,3.144297914,0.5224352228,11,
NGC4147,NGC4153,,GLOCL,3.144530624,0.3237585762,10.3,
NGC4153,NGC4147,,GLOCL,3.144530624,0.3237585762,10.3,
NGC4150,UGC7165,,GALXY,3.144676069,0.5305800926,11.6,
NGC4189,IC3050,,GALXY,3.145606911,0.234165008,11.7,
NGC4192,M98,,GALXY,3.145606911,0.2600540585,10.1,
NGC4203,UGC7256,,GALXY,3.145985066,0.5794493117,10.9,
NGC4208,NGC4212,,GALXY,3.146159598,0.242600766,11.8,
NGC4212,NGC4208,,GALXY,3.146159598,0.242600766,11.2,
NGC4237,UGC7315,,GALXY,3.146595931,0.2673262638,11.6,
NGC4245,UGC7328,,GALXY,3.146712286,0.5166174586,11.4,
NGC4251,UGC7338,,GALXY,3.14685773,0.4916010726,10.7,
NGC4254,M99,,GALXY,3.147061352,0.2516183005,9.9,
NGC4262,UGC7365,,GALXY,3.147264974,0.2597631703,11.6,
NGC4274,UGC7377,,GALXY,3.14735224,0.5169083468,10.4,
NGC4278,UGC7386,,GALXY,3.147439507,0.5110905826,10.2,
NGC4293,UGC7405,,GALXY,3.147759484,0.3208496942,10.4,
NGC4298,UGC7412,,GALXY,3.14784675,0.2548180708,11.3,
NGC4302,UGC7418,,GALXY,3.147904928,0.2548180708,11.6,
NGC4312,UGC7442,,GALXY,3.148137638,0.2711078105,11.7,
NGC4314,UGC7443,,GALXY,3.148137638,0.5218534463,10.6,
NGC4321,M100,,GALXY,3.148253994,0.27605291,9.4,
NGC4340,UGC7467,,GALXY,3.148457615,0.2917608733,11.2,
NGC4350,UGC7473,,GALXY,3.148573971,0.2914699851,11,
NGC4377,UGC7501,,GALXY,3.148923036,0.2577269529,11.9,
NGC4379,UGC7502,,GALXY,3.148923036,0.2722713633,11.7,
NGC4382,M85,,GALXY,3.148981214,0.3173590357,9.1,
NGC4394,UGC7523,,GALXY,3.149126658,0.3179408121,10.9,
NGC4405,IC788,,GALXY,3.149184836,0.2824524506,12,
NGC4414,UGC7539,,GALXY,3.149301191,0.5448336148,10.1,
NGC4419,UGC7551,,GALXY,3.149417546,0.2626720524,11.2,
NGC4421,UGC7554,,GALXY,3.149446635,0.2699442576,11.6,
NGC4448,UGC7591,,GALXY,3.14982479,0.4994550543,11.1,
NGC4450,UGC7594,,GALXY,3.149882968,0.2981604139,10.1,
NGC4459,UGC7614,,GALXY,3.150028412,0.2440552071,10.4,
NGC4473,UGC7631,,GALXY,3.150261122,0.2344558962,10.2,
NGC4474,UGC7634,,GALXY,3.150290211,0.2455096481,11.5,
NGC4477,UGC7638,,GALXY,3.1503193,0.2379465547,10.4,
NGC4489,UGC7655,,GALXY,3.150581099,0.2926335379,12,
NGC4494,UGC7662,,GALXY,3.150726543,0.4497131706,9.8,
NGC4501,M88,,GALXY,3.150901076,0.2516183005,9.6,
NGC4539,UGC7735,,GALXY,3.151657386,0.3176499239,12,
NGC4540,UGC7742,,GALXY,3.151715563,0.2713986987,11.7,
NGC4548,M91,,GALXY,3.151890096,0.2530727415,10.1,
NGC4559,UGC7766,,GALXY,3.152064629,0.4881104141,10,
NGC4565,UGC7772,,GALXY,3.152151896,0.4534947173,9.6,
NGC4571,IC3588,,GALXY,3.152326428,0.248127642,11.3,
NGC4651,UGC7901,,GALXY,3.154304468,0.2862339973,10.8,
NGC4689,UGC7965,,GALXY,3.15549711,0.2402736604,10.9,
NGC4710,UGC7980,,GALXY,3.156020709,0.2647082699,11,
NGC4725,UGC7989,,GALXY,3.156253419,0.4450589593,9.4,
NGC4793,UGC8033,,GALXY,3.157504239,0.5049819302,11.6,
NGC4826,M64,,GALXY,3.158086015,0.3784455595,8.5,Black Eye Galaxy
NGC4874,UGC8103,,GALXY,3.158929591,0.4881104141,11.7,
NGC4889,NGC4884,,GALXY,3.40342113,0.4884013023,11.5,
NGC5024,M53,,GLOCL,3.407144499,0.3170681474,7.7,
NGC5053,GCL23,,GLOCL,3.408191697,0.3089232776,9.8,
NGC5172,UGC8477,,GALXY,3.411915066,0.2975786375,11.9,
NGC6541,Dunlop473,,GLOCL,4.714716086,-0.7382742736,6.3,
NGC3511,ESO502-13,,GALXY,2.880782286,-0.3999712869,11,
NGC3513,ESO502-14,,GALXY,2.880898641,-0.3970624048,11.5,
NGC3672,MCG- 2-29- 28,,GALXY,2.887065471,-0.1431169987,11.4,
NGC3865,NGC3854,,GALXY,2.892854146,-0.1530071978,12,
NGC3887,MCG- 3-30- 12,,GALXY,2.8934941,-0.2644173817,10.6,
NGC3892,MCG- 2-30- 30,,GALXY,2.8937559,-0.1576614091,11.5,
NGC3955,ESO504-26,,GALXY,2.895501229,-0.3985168459,11.9,
NGC3957,IC2965,,GALXY,2.895501229,-0.3217223588,11.8,
NGC3962,MCG- 2-30- 40,,GALXY,2.895704851,-0.2097303984,10.7,
NGC3981,ESO572-20,,GALXY,2.896112094,-0.3159045946,11.3,
NGC4052,OCL870,,OPNCL,3.142203519,-1.095775882,8.8,
NGC4103,OCL871,,OPNCL,3.143541605,-1.060287521,7.4,
NGC4337,OCL878,,OPNCL,3.148603059,-1.010254749,8.9,
NGC4349,OCL882,,OPNCL,3.148603059,-1.049524657,7.4,
NGC4439,OCL884,,OPNCL,3.149853879,-1.045452222,8.4,
NGC4609,OCL890,,OPNCL,3.153897225,-1.099557429,6.9,
NGC4755,OCL892,,OPNCL,3.157184262,-1.041088899,4.2,
NGC4024,ESO572-31,,GALXY,2.896810226,-0.308050613,11.7,
NGC4027,ESO572-37,,GALXY,2.897101114,-0.3269583465,11.1,
NGC4033,ESO572-42,,GALXY,3.141767187,-0.2818706742,11.7,
NGC4038,ESO572-47,,GALXY,3.142145341,-0.2990330785,10.3,
NGC4039,ESO572-48,,GALXY,3.142145341,-0.2987421903,10.6,
NGC4094,MCG- 2-31- 16,,GALXY,3.143308894,-0.2350376726,11.8,
NGC4361,ESO573-PN19,,PLNNB,3.148719415,-0.3004875196,10.9,
NGC4462,ESO506-13,,GALXY,3.150144767,-0.3985168459,11.9,
NGC4782,MCG- 2-33- 50,,GALXY,3.15747515,-0.1995493111,11.7,
NGC4783,3C278;HI 136,,GALXY,3.15747515,-0.1995493111,11.5,
NGC4802,NGC4804,,GALXY,3.157824216,-0.2085668456,12,
NGC4111,UGC7103,,GALXY,3.143628871,0.7516551312,10.7,
NGC4138,UGC7139,,GALXY,3.144356092,0.7624179949,11.3,
NGC4143,UGC7142,,GALXY,3.14438518,0.7423467085,10.6,
NGC4145,UGC7154,,GALXY,3.144501536,0.6960954833,11.3,
NGC4151,UGC7166,,GALXY,3.14464698,0.6876597253,10.8,
NGC4214,NGC4228,,GALXY,3.14613051,0.6341362949,9.8,
NGC4228,NGC4214,,GALXY,3.14613051,0.6341362949,10.2,
NGC4217,UGC7282,,GALXY,3.146188687,0.8217591895,11.2,
NGC4220,UGC7290,,GALXY,3.146305043,0.8357218235,11.4,
NGC4242,UGC7323,,GALXY,3.146683197,0.7961610271,10.8,
NGC4244,UGC7322,,GALXY,3.146683197,0.6597344573,10.4,
NGC4258,M106,,GALXY,3.14711953,0.8255407362,8.4,
NGC4346,UGC7463,,GALXY,3.148428526,0.8203047484,11.1,
NGC4369,UGC7489,,GALXY,3.148748504,0.6873688371,11.7,
NGC4389,UGC7514,,GALXY,3.149039392,0.79732458,11.7,
NGC4395,UGC7524,,GALXY,3.149097569,0.585557964,10.2,
NGC4449,UGC7592,,GALXY,3.149795701,0.7696902001,9.6,
NGC4460,UGC7611,,GALXY,3.149970234,0.7830710577,11.3,
NGC4485,UGC7648,,GALXY,3.150464744,0.7278022981,11.9,
NGC4490,UGC7651,,GALXY,3.150493833,0.7269296335,9.8,
NGC4530,,,1STAR,3.151424675,0.7216936457,4.3,
NGC4618,IC3667,,GALXY,3.153693603,0.7182029872,10.8,
NGC4631,UGC7865,,GALXY,3.153839047,0.5678137833,9.2,
NGC4656,UGC7907,,GALXY,3.154391735,0.5614142427,10.5,
NGC4657,,,GALXY,3.154420824,0.5622869074,10.6,
NGC4736,M94,,GALXY,3.156398863,0.7176212108,8.2,
NGC4800,UGC8035,,GALXY,3.15747515,0.8121598786,11.5,
NGC4914,UGC8125,,GALXY,3.403595663,0.6512986992,11.6,
